text,negative_reason
@AmericanAir But when becomes about get money from the passengers are very strict but don't have ANY feedback as a reward,Ground Service
"@USAirways trying to check in online for a flight tomorrow.  Tried computer, tablet, and phone.  got error message on all devices?",Ground Service
@united Item (not mine) mysteriously ended up in my checked bag after a #EWR to #YOW flight.  Missing a black box? http://t.co/SJQEmDtQmA,Ground Service
@JetBlue we've been on the runway for over an hour. Now the water pressure is low and taxiing back for maintenance. #1572,Food & Beverages
"@AmericanAir I understand a bit of a wait, but I called at 6:23 pm and didn't get a call back until just after 11:00 pm, that's not cool",Ground Service
@SouthwestAir although I'm not happy you Cancelled Flighted my flight home tomorrow (phx to atl then dca) I am happy on how easy it was to rebook,Value For Money
@AmericanAir makes some small improvements and retains their program they win all. They keep the crappy food and change advantage they lose,Food & Beverages
"@united yes, but it's not looking. The ticket agent at out terminal dismissed us and we missed a chance at a Miami flight then to DR",Cabin Staff Service
@SouthwestAir Did yall get rid of the Austin to Cabo flights all together? There's zero non-stop in Aug and Sept,Ground Service
"@AmericanAir I have been trying to speak with an agent the whole day about my Cancelled Flightled flight, what I can do?",Value For Money
@SouthwestAir went to purchase a flight that I began processing not even 4 minutes earlier and the points had gone up - any help?,Ground Service
@USAirways 4420 delayed further?,Value For Money
@AmericanAir Bad weather happens. But not being able to get through to a reservations rep for over 6 hours is just crazy. #frustrated,Ground Service
@JetBlue luggage fees? won't b flying JB again! at least #AA gives platinum pass 2 bags! tired of overchging bg herded like cattle2slaughter,Ground Service
@AmericanAir I haven't been rebooked. I called and left my number for a callback but haven't heard anything and my flight is tomorrow. :(,Ground Service
"@JetBlue basically stole my glasses, and now I can't drive or see in my classes and they're not answering my phone calls. #thanksJetBlue",Ground Service
"@USAirways OK we are on DAY 11 trying to  book a flight for 4.  Ur system STILL says ""due to weather….call back Late Flightr""  #outofbusiness ?",Ground Service
@USAirways always fun to get screwed out of an earlier flight (that isn't full) #crummyservice #whydidntiflysouthwest #goodluckamericanair,Ground Service
@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas,Value For Money
@JetBlue hey you guys remembered lol! But now my BOS flights delayed... And turn the heat down in T5 it feels hotter than PR.,Value For Money
@SouthwestAir If you could get me on the 12:15 flight! My 10:10 has been delayed until 1:05.,Value For Money
@united Arriving at the airport 2 hours before departure time and still missing your flight bc you actually don't have an electronic ticket,Cabin Staff Service
@SouthwestAir flt 648 from Buf to MCO. Conf#FGKXV5. Please also look into reimburse for car 587701925COUNT that I had to Cancelled Flight,Value For Money
"@AmericanAir after running from one flight, because we had 10 mins, to our next flight, we then sat on our plane for an hour.",Value For Money
@USAirways well this is about as worthless as your regular service.  A bunch of do nothings and idiots. #sucks,Ground Service
@AmericanAir my wife is stuck in #Brownsville any chance she can get any flight out? She needs to be at work tomorrow morning.,Value For Money
@united The third wheelchair is broken! http://t.co/tvk0PyxQv5,Inflight Entertainment
@AmericanAir - cruel &amp; unusual to Cancelled Flight flight w/o notice &amp; make someone stay on hold for 30min &amp; listen to the same ad in a loop,Value For Money
"@USAirways flight 500 out of Seattle has 10,000lbs too much fuel and no water for the lavoratories. Nice job guys - est 40min behind now",Food & Beverages
@USAirways @PhilaCarService looks like a long trip from cancun to philly? 9 hours Late Flight? Seriously?,Value For Money
"@USAirways @AmericanAir 90 min delay thanks to ""maintenance issues"". Thanks for wasting a day.",Value For Money
@americanair anxious to see how you all care for customers you’ve inconvenienced #Cancelled Flightledflight,Value For Money
@united now let there also pls be in-flight live TV on UA469 DEN-EWR so I can watch the #Oscars ??,Inflight Entertainment
@JetBlue I had a SJC to JFK departing 10:55pm tonight. I have to now change my whole schedule. Can we get a sort of refund for this?,Value For Money
"@SouthwestAir the person I talked to couldn't do anything not normally available online other than the ""no charge"" part.",Ground Service
"@AmericanAir Its not that I wasn't offered ""perks"" by @USAirways.  I ASKED and was told, ""NO."" #thenewamerican",Ground Service
@JetBlue This is absurd. Should a stranger help my kids if there's a problem? #jetblue http://t.co/LAiGgef9Kj,Cabin Staff Service
@United I have no way of making phones calls... Need to handle via Twitter/email/web. Thank you!,Ground Service
@USAirways @hhagerty that's a lie.,Ground Service
@united 3 hours of sitting in the plane that hasn't left the Gate yet. 6 more hours of actual flying left.,Value For Money
@AmericanAir When will callers from the East Coast be able to speak to an actual human for reservation support? All agents busy call Late Flightr..,Ground Service
@USAirways on hold 3 hours !!!!!! What's the number to speak to someone this is unacceptable I need to change flights,Ground Service
"@JetBlue I lost a day at the airport and off my trip, I should be compensated for the inconvenience!!!!!",Value For Money
"@SouthwestAir #1687 MDW-SAN. Like most flights, if I'm watching free TV it works but won't hardly access any websites - including your own.",Inflight Entertainment
@AmericanAir but have been yet to receive assistance from one of your agents in securing a new connection. Many will now miss work tomorrow.,Cabin Staff Service
@united @ThisIsCoach Every time my united flight got delayed. this is a big frustration.,Value For Money
@southwestair after 4 hours of delays you did make a nice offer for rescheduling me the next day... but...,Value For Money
@USAirways great. I just called your fucking phone number and she hung up on me,Ground Service
@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,Ground Service
@united yes I filed a claim &amp; hope to receive by luggage by 2am. Ridiculous as I had to purchase items to go to sleep &amp; no reimbursement.,Ground Service
".@SouthwestAir I appreciate that, and not to be rude, but it doesn't solve much. You should AT LEAST cover the cost of stolen goods.",Ground Service
@united No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business.,Ground Service
@SouthwestAir great now we are all de boarding perfectly plane is shot. Fml. Plans are screwed. Thanks for nothing @SouthwestAir,Ground Service
@united I bet @SouthwestAir doesn't turn a thirty minute delay on an original flight into a 7+ hour delayed arrive time,Value For Money
@USAirways when will FLT 445 get a gate at DEN? Over 20 minutes waiting with no information.,Value For Money
@AmericanAir why don't you have driver service to get employees to work in bad weather like hospitals etc #badmgmt #AmericanAirlines,Cabin Staff Service
@united no because you will charge me or delay me further. United 1612 still waiting.,Value For Money
@AmericanAir I booked it on US Airways site. Don't see a Cancelled Flight link :(,Ground Service
@SouthwestAir Cancelled Flighting flights 45 minutes before takeoff &amp; sitting for 45 min on the runway of the rescheduled flight #badservice,Value For Money
@JetBlue lots of people scratching heads and looking at screens ignoring passengers,Ground Service
@united I'm not as sure as you are. http://t.co/HSMpbSF4UF,Value For Money
@united stuck on Tarmac for the last hour. Can I have a beer?,Value For Money
